"Data, Tempo, Vento(m-s), Direção, Chuva, SolarRad"
"16/05/2024, 22:05, 1.5, 1.7, 7.3, 1013.3"
"16/05/2024, 22:10, 2.0, 2.7, 7.3, 1013.5"
"16/05/2024, 22:15, 2.2, 2.5, 7.3, 1013.2"
"16/05/2024, 22:20, 1.7, 2.2, 7.3, 1013.2"
"16/05/2024, 22:25, 3.5, 3.5, 7.3, 1013.3"
"16/05/2024, 22:30, 1.4, 2.0, 7.3, 1013.4"
"16/05/2024, 22:35, 1.8, 2.0, 7.3, 1013.4"
"16/05/2024, 22:40, 1.8, 2.9, 7.3, 1013.3"
"16/05/2024, 22:45, 2.3, 2.5, 7.3, 1013.4"
"16/05/2024, 22:50, 1.6, 2.0, 7.3, 1013.4"
"16/05/2024, 22:55, 2.0, 2.2, 7.3, 1013.5"
"16/05/2024, 23:00, 2.9, 3.3, 7.3, 1013.5"
"16/05/2024, 23:05, 2.4, 2.9, 7.3, 1013.5"
"16/05/2024, 23:10, 2.8, 3.7, 7.3, 1013.6"
"16/05/2024, 23:15, 2.5, 3.0, 7.3, 1013.4"
"16/05/2024, 23:20, 3.3, 3.4, 7.3, 1013.5"
"16/05/2024, 23:25, 3.4, 3.4, 7.3, 1013.6"
"16/05/2024, 23:30, 3.4, 4.3, 7.3, 1013.5"
"16/05/2024, 23:35, 4.5, 4.6, 7.3, 1013.7"
"16/05/2024, 23:40, 4.7, 5.4, 7.3, 1013.7"
"16/05/2024, 23:45, 3.5, 3.8, 7.3, 1013.8"
"16/05/2024, 23:50, 4.3, 4.5, 7.3, 1013.6"
"16/05/2024, 23:55, 4.0, 4.0, 7.3, 1013.5"
"16/05/2024, 23:59, 2.7, 3.3, 7.3, 1013.4"
"17/05/2024, 13:10, 4.1, 4.3, 0.3, 1011.6"
"17/05/2024, 13:15, 2.1, 2.4, 1.2, 1011.8"
"17/05/2024, 13:20, 8.7, 9.5, 1.4, 1011.8"
"17/05/2024, 13:25, 10.0, 11.7, 2.8, 1011.7"
"17/05/2024, 13:30, 3.0, 3.8, 4.1, 1012.1"
"17/05/2024, 13:35, 3.0, 3.2, 5.3, 1012.1"
"17/05/2024, 13:40, 2.0, 4.0, 6.0, 1011.6"
"17/05/2024, 13:45, 12.9, 14.1, 7.1, 1012.1"
"17/05/2024, 13:50, 9.7, 13.8, 9.3, 1012.2"
"17/05/2024, 13:55, 8.6, 11.3, 13.0, 1012.4"
"17/05/2024, 14:00, 7.5, 8.3, 14.1, 1012.1"
"17/05/2024, 14:05, 5.6, 8.0, 14.5, 1012.2"
"17/05/2024, 14:10, 3.8, 5.0, 14.6, 1012.0"
"17/05/2024, 14:15, 5.8, 6.1, 14.7, 1011.8"
"17/05/2024, 14:20, 6.1, 7.7, 14.7, 1011.8"
"17/05/2024, 14:25, 4.8, 5.4, 14.8, 1012.0"
"17/05/2024, 14:30, 5.6, 6.3, 14.9, 1012.2"
"17/05/2024, 14:35, 2.8, 3.7, 15.0, 1012.4"
"17/05/2024, 14:40, 1.5, 1.5, 15.2, 1012.3"
"17/05/2024, 14:45, 2.6, 3.6, 15.4, 1012.1"
"17/05/2024, 14:50, 2.8, 2.9, 15.6, 1012.0"
"17/05/2024, 14:55, 2.1, 3.5, 15.8, 1011.5"
"17/05/2024, 15:00, 4.2, 5.5, 15.9, 1011.2"
"17/05/2024, 15:05, 1.7, 3.1, 16.0, 1011.0"
"17/05/2024, 15:10, 0.9, 1.2, 16.0, 1011.1"
"17/05/2024, 15:15, 1.5, 1.8, 16.1, 1010.9"
"17/05/2024, 15:20, 1.8, 3.0, 16.1, 1010.6"
"17/05/2024, 15:25, 1.6, 2.5, 16.1, 1010.6"
"17/05/2024, 15:30, 2.0, 2.5, 16.1, 1010.6"
"17/05/2024, 15:35, 2.6, 2.6, 16.1, 1010.7"
"17/05/2024, 15:40, 2.3, 3.1, 16.1, 1010.7"
"17/05/2024, 15:45, 2.2, 2.8, 16.1, 1011.1"
"17/05/2024, 15:50, 3.4, 4.2, 16.1, 1011.0"
"17/05/2024, 15:55, 4.0, 4.7, 16.1, 1011.1"
"17/05/2024, 16:00, 4.2, 4.6, 16.2, 1010.9"
"17/05/2024, 16:05, 4.2, 4.9, 16.2, 1010.9"
"17/05/2024, 16:10, 4.8, 5.4, 16.2, 1011.1"
"17/05/2024, 16:15, 4.3, 4.8, 16.2, 1011.1"
"17/05/2024, 16:20, 4.7, 5.3, 16.2, 1011.2"
"17/05/2024, 16:25, 4.0, 5.0, 16.2, 1011.3"
"17/05/2024, 16:30, 5.3, 5.6, 16.2, 1011.2"
"17/05/2024, 16:35, 5.9, 6.5, 16.2, 1011.3"
"17/05/2024, 16:40, 6.7, 7.4, 16.2, 1011.4"
"17/05/2024, 16:45, 6.9, 7.3, 16.2, 1011.2"
"17/05/2024, 16:50, 7.6, 8.1, 16.2, 1011.3"
"17/05/2024, 16:55, 6.0, 7.1, 16.2, 1011.5"
"17/05/2024, 17:00, 5.4, 5.7, 16.2, 1011.5"
"17/05/2024, 17:05, 4.4, 5.5, 16.2, 1011.3"
"17/05/2024, 17:10, 4.7, 5.7, 16.2, 1011.3"
"17/05/2024, 17:15, 5.1, 5.4, 16.2, 1011.3"
"17/05/2024, 17:20, 4.3, 5.4, 16.2, 1011.4"
"17/05/2024, 17:25, 4.5, 5.2, 16.2, 1011.4"
"17/05/2024, 17:30, 4.5, 4.9, 16.2, 1011.4"
"17/05/2024, 17:35, 6.2, 6.3, 16.2, 1011.3"
"17/05/2024, 17:40, 4.4, 5.0, 16.2, 1011.6"
"17/05/2024, 17:45, 4.8, 6.0, 16.2, 1011.5"
"17/05/2024, 17:50, 4.4, 4.8, 16.2, 1011.7"
"17/05/2024, 17:55, 4.2, 4.8, 16.2, 1011.5"
"17/05/2024, 18:00, 4.6, 5.4, 16.2, 1011.5"
"17/05/2024, 18:05, 5.4, 5.8, 16.2, 1011.4"
"17/05/2024, 18:10, 5.4, 6.3, 16.2, 1011.6"
"17/05/2024, 18:15, 4.7, 5.4, 16.2, 1011.5"
"17/05/2024, 18:20, 5.8, 6.2, 16.2, 1011.3"
"17/05/2024, 18:25, 5.7, 6.5, 16.2, 1011.5"
"17/05/2024, 18:30, 6.8, 7.4, 16.2, 1011.5"
"17/05/2024, 18:35, 5.0, 5.8, 16.2, 1011.7"
"17/05/2024, 18:40, 6.8, 7.2, 16.2, 1011.8"
"17/05/2024, 18:45, 6.3, 6.6, 16.2, 1011.7"
"17/05/2024, 18:50, 7.4, 7.4, 16.2, 1011.9"
"17/05/2024, 18:55, 7.3, 7.9, 16.2, 1011.8"
"17/05/2024, 19:00, 8.2, 8.5, 16.2, 1011.9"
"17/05/2024, 19:05, 7.9, 8.7, 16.2, 1011.9"
"17/05/2024, 19:10, 7.1, 8.1, 16.2, 1012.0"
"17/05/2024, 19:15, 6.4, 6.8, 16.2, 1012.1"
"17/05/2024, 19:20, 5.7, 7.2, 16.2, 1012.0"
"17/05/2024, 19:25, 5.3, 6.2, 16.2, 1012.2"
"17/05/2024, 19:30, 4.6, 7.1, 16.2, 1012.4"
"17/05/2024, 19:35, 3.8, 4.3, 16.2, 1012.5"
"17/05/2024, 19:40, 5.2, 5.6, 16.2, 1012.6"
"17/05/2024, 19:45, 6.8, 7.3, 16.2, 1012.9"
"17/05/2024, 19:50, 4.7, 5.0, 16.2, 1012.7"
"17/05/2024, 19:55, 2.7, 4.6, 16.2, 1012.8"
"17/05/2024, 20:00, 5.3, 6.6, 16.2, 1012.7"
"17/05/2024, 20:05, 5.1, 5.5, 16.2, 1012.8"
"17/05/2024, 20:10, 4.2, 4.6, 16.2, 1012.9"
"17/05/2024, 20:15, 4.3, 5.3, 16.2, 1012.9"
"17/05/2024, 20:20, 4.5, 4.6, 16.2, 1012.8"
"17/05/2024, 20:25, 3.8, 4.1, 16.2, 1013.0"
"17/05/2024, 20:30, 3.9, 5.2, 16.2, 1012.9"
"17/05/2024, 20:35, 3.8, 4.7, 16.2, 1013.0"
"17/05/2024, 20:40, 5.6, 6.3, 16.2, 1013.2"
"17/05/2024, 20:45, 4.9, 5.3, 16.2, 1013.2"
"17/05/2024, 20:50, 5.5, 5.9, 16.2, 1013.4"
"17/05/2024, 20:55, 5.3, 6.1, 16.2, 1013.5"
"17/05/2024, 21:00, 4.0, 4.8, 16.2, 1013.6"
"17/05/2024, 21:05, 2.0, 2.7, 16.2, 1013.6"
"17/05/2024, 21:10, 3.0, 3.4, 16.2, 1013.7"
"17/05/2024, 21:15, 4.5, 4.7, 16.2, 1013.9"
"17/05/2024, 21:20, 5.0, 5.2, 16.2, 1013.8"
"17/05/2024, 21:25, 5.1, 5.5, 16.2, 1014.1"
"17/05/2024, 21:30, 6.0, 6.2, 16.2, 1013.9"
"17/05/2024, 21:35, 6.1, 6.3, 16.2, 1014.1"
"17/05/2024, 21:40, 4.1, 5.1, 16.2, 1014.1"
"17/05/2024, 21:45, 4.1, 5.1, 16.2, 1014.3"
"17/05/2024, 21:50, 5.4, 6.2, 16.2, 1014.4"
"17/05/2024, 21:55, 3.4, 4.7, 16.2, 1014.2"
"17/05/2024, 22:00, 3.6, 4.6, 16.2, 1014.2"
"17/05/2024, 22:05, 5.4, 6.3, 16.2, 1014.4"
"17/05/2024, 22:10, 5.2, 6.4, 16.2, 1014.4"
"17/05/2024, 22:15, 4.8, 5.7, 16.2, 1014.4"
"17/05/2024, 22:20, 3.3, 4.3, 16.2, 1014.4"
"17/05/2024, 22:25, 5.7, 6.7, 16.2, 1014.3"
"17/05/2024, 22:30, 5.1, 5.3, 16.2, 1014.5"
"17/05/2024, 22:35, 5.6, 5.8, 16.2, 1014.3"
"17/05/2024, 22:40, 5.2, 5.6, 16.2, 1014.3"
"17/05/2024, 22:45, 5.3, 5.5, 16.2, 1014.2"
"17/05/2024, 22:50, 4.5, 5.6, 16.2, 1014.4"
"17/05/2024, 22:55, 5.0, 5.8, 16.2, 1014.1"
"17/05/2024, 23:00, 4.4, 5.5, 16.2, 1014.2"
"17/05/2024, 23:05, 5.5, 5.8, 16.2, 1014.2"
"17/05/2024, 23:10, 3.7, 5.3, 16.2, 1014.3"
"17/05/2024, 23:15, 4.1, 4.3, 16.2, 1014.3"
"17/05/2024, 23:20, 4.6, 5.6, 16.2, 1014.3"
"17/05/2024, 23:25, 3.4, 4.2, 16.2, 1014.2"
"17/05/2024, 23:30, 4.3, 4.8, 16.2, 1014.1"
"17/05/2024, 23:35, 4.2, 5.4, 16.2, 1014.2"
"17/05/2024, 23:40, 4.6, 5.9, 16.2, 1014.0"
"17/05/2024, 23:45, 4.4, 5.0, 16.2, 1014.3"
"17/05/2024, 23:50, 6.3, 6.5, 16.2, 1014.2"
"17/05/2024, 23:55, 5.4, 5.6, 16.2, 1014.1"
"17/05/2024, 23:59, 5.2, 5.6, 16.2, 1014.1"
"18/05/2024, 14:20, 3.8, 5.6, 0.9, 1012.2"
"18/05/2024, 14:30, 0.7, 1.3, 1.3, 1011.8"
"18/05/2024, 14:35, 0.7, 1.0, 1.4, 1011.9"
"18/05/2024, 14:40, 0.7, 1.1, 1.4, 1011.7"
"18/05/2024, 14:45, 0.6, 0.9, 1.4, 1011.7"
"18/05/2024, 14:50, 1.5, 1.6, 1.4, 1011.8"
"18/05/2024, 14:55, 1.3, 1.4, 1.5, 1011.6"
"18/05/2024, 15:00, 1.4, 2.0, 1.5, 1011.4"
"18/05/2024, 15:10, 2.0, 2.2, 1.5, 1011.2"
"18/05/2024, 15:15, 0.6, 0.8, 1.6, 1011.2"
"18/05/2024, 15:25, 1.1, 1.1, 1.6, 1011.2"
"18/05/2024, 15:30, 1.5, 1.6, 1.6, 1011.2"
"18/05/2024, 15:35, 4.5, 5.1, 1.6, 1011.4"
"18/05/2024, 15:40, 4.4, 8.5, 1.6, 1011.5"
"18/05/2024, 15:45, 3.4, 3.8, 1.6, 1011.5"
"18/05/2024, 15:50, 4.9, 6.7, 1.6, 1011.6"
"18/05/2024, 15:55, 2.0, 3.9, 1.7, 1011.3"
"18/05/2024, 16:00, 4.2, 4.6, 1.7, 1011.2"
"18/05/2024, 16:05, 6.8, 7.8, 1.8, 1011.6"
"18/05/2024, 16:10, 5.0, 6.3, 1.8, 1011.5"
"18/05/2024, 16:15, 5.6, 6.3, 1.8, 1011.5"
"18/05/2024, 16:20, 6.5, 8.0, 1.8, 1011.9"
"18/05/2024, 16:25, 4.6, 6.2, 1.8, 1011.9"
"18/05/2024, 16:30, 2.2, 2.2, 1.8, 1011.7"
"18/05/2024, 16:35, 1.0, 2.5, 1.9, 1011.4"
"18/05/2024, 16:40, 1.1, 1.3, 2.0, 1011.7"
"18/05/2024, 16:45, 2.0, 2.0, 2.0, 1011.5"
"18/05/2024, 16:50, 0.6, 1.4, 2.1, 1011.6"
"18/05/2024, 16:55, 2.3, 2.5, 2.1, 1011.7"
"18/05/2024, 17:00, 2.3, 2.3, 2.1, 1011.7"
"18/05/2024, 17:05, 3.8, 4.6, 2.1, 1011.8"
"18/05/2024, 17:10, 3.5, 4.5, 2.1, 1011.6"
"18/05/2024, 17:15, 4.2, 4.5, 2.1, 1011.7"
"18/05/2024, 17:20, 4.4, 5.7, 2.1, 1011.8"
"18/05/2024, 17:25, 5.2, 5.6, 2.1, 1011.9"
"18/05/2024, 17:30, 5.0, 5.2, 2.1, 1012.2"
"18/05/2024, 17:35, 5.2, 5.2, 2.1, 1012.4"
"18/05/2024, 17:40, 5.8, 6.4, 2.1, 1012.3"
"18/05/2024, 17:45, 2.1, 3.2, 2.1, 1012.7"
"18/05/2024, 17:50, 2.0, 2.4, 2.1, 1012.7"
"18/05/2024, 17:55, 1.2, 2.0, 2.1, 1012.5"
"18/05/2024, 18:00, 2.5, 2.8, 2.1, 1012.7"
"18/05/2024, 18:05, 2.8, 3.4, 2.1, 1012.7"
"18/05/2024, 18:10, 2.2, 2.7, 2.1, 1012.6"
"18/05/2024, 18:15, 2.5, 3.8, 2.1, 1012.9"
"18/05/2024, 18:20, 3.8, 4.2, 2.1, 1013.0"
"18/05/2024, 18:25, 5.7, 6.2, 2.1, 1013.0"
"18/05/2024, 18:30, 4.0, 4.3, 2.1, 1012.9"
"18/05/2024, 18:35, 4.9, 5.1, 2.1, 1012.9"
"18/05/2024, 18:40, 5.0, 5.2, 2.1, 1012.7"
"18/05/2024, 18:45, 4.6, 5.0, 2.1, 1012.9"
"18/05/2024, 18:50, 4.4, 5.5, 2.1, 1013.2"
"18/05/2024, 18:55, 4.7, 6.2, 2.1, 1012.8"
"18/05/2024, 19:00, 3.6, 4.0, 2.1, 1012.8"
"18/05/2024, 19:05, 4.4, 5.4, 2.1, 1013.0"
"18/05/2024, 19:10, 4.1, 4.1, 2.1, 1013.2"
"18/05/2024, 19:15, 4.7, 6.0, 2.1, 1013.1"
"18/05/2024, 19:20, 4.3, 5.3, 2.1, 1013.1"
"18/05/2024, 19:25, 6.1, 6.2, 2.1, 1013.4"
"18/05/2024, 19:30, 4.8, 5.2, 2.1, 1013.4"
"18/05/2024, 19:35, 5.1, 5.5, 2.1, 1013.5"
"18/05/2024, 19:40, 3.1, 4.1, 2.1, 1013.6"
"18/05/2024, 19:45, 3.8, 4.5, 2.1, 1013.5"
"18/05/2024, 19:50, 1.9, 3.3, 2.1, 1013.4"
"18/05/2024, 19:55, 3.5, 4.3, 2.1, 1013.4"
"18/05/2024, 20:00, 3.3, 4.3, 2.1, 1013.5"
"18/05/2024, 20:05, 4.2, 4.8, 2.1, 1013.5"
"18/05/2024, 20:10, 4.2, 4.9, 2.1, 1013.5"
"18/05/2024, 20:15, 3.4, 5.0, 2.1, 1013.5"
"18/05/2024, 20:20, 4.7, 5.7, 2.1, 1013.5"
"18/05/2024, 20:25, 4.0, 4.3, 2.1, 1013.6"
"18/05/2024, 20:30, 2.8, 4.1, 2.1, 1013.8"
"18/05/2024, 20:35, 3.6, 4.2, 2.1, 1013.9"
"18/05/2024, 20:40, 3.7, 4.3, 2.1, 1013.7"
"18/05/2024, 20:45, 4.1, 4.6, 2.1, 1013.8"
"18/05/2024, 20:50, 4.5, 4.9, 2.1, 1013.9"
"18/05/2024, 20:55, 4.2, 4.9, 2.1, 1014.0"
"18/05/2024, 21:00, 4.0, 4.5, 2.1, 1013.8"
"18/05/2024, 21:05, 4.1, 4.6, 2.1, 1013.9"
"18/05/2024, 21:10, 4.5, 5.1, 2.1, 1014.1"
"18/05/2024, 21:15, 4.5, 4.7, 2.1, 1014.2"
"18/05/2024, 21:20, 4.8, 4.9, 2.1, 1014.0"
"18/05/2024, 21:25, 4.2, 4.8, 2.1, 1014.1"
"18/05/2024, 21:30, 4.1, 5.2, 2.1, 1014.2"
"18/05/2024, 21:35, 3.9, 4.3, 2.1, 1014.0"
"18/05/2024, 21:40, 4.5, 5.0, 2.1, 1014.1"
"18/05/2024, 21:45, 3.9, 4.8, 2.1, 1014.0"
"18/05/2024, 21:50, 4.6, 5.0, 2.1, 1014.0"
"18/05/2024, 21:55, 4.9, 5.3, 2.1, 1014.2"
"18/05/2024, 22:00, 4.2, 4.3, 2.1, 1014.2"
"18/05/2024, 22:05, 4.8, 5.3, 2.1, 1014.2"
"18/05/2024, 22:10, 4.1, 4.8, 2.1, 1014.1"
"18/05/2024, 22:15, 4.6, 4.7, 2.1, 1014.2"
"18/05/2024, 22:20, 5.1, 5.4, 2.1, 1014.2"
"18/05/2024, 22:25, 4.5, 4.6, 2.1, 1014.2"
"18/05/2024, 22:30, 3.7, 4.4, 2.1, 1014.5"
"18/05/2024, 22:35, 4.3, 4.7, 2.1, 1014.2"
"18/05/2024, 22:40, 4.6, 4.6, 2.1, 1014.1"
"18/05/2024, 22:45, 4.8, 4.9, 2.1, 1014.1"
"18/05/2024, 22:50, 4.9, 5.2, 2.1, 1014.1"
"18/05/2024, 22:55, 4.3, 4.6, 2.1, 1014.1"
"18/05/2024, 23:00, 4.7, 5.2, 2.1, 1014.2"
"18/05/2024, 23:05, 4.0, 4.5, 2.1, 1014.3"
"18/05/2024, 23:10, 4.4, 5.1, 2.1, 1014.2"
"18/05/2024, 23:15, 4.5, 4.6, 2.1, 1014.3"
"18/05/2024, 23:20, 4.6, 5.0, 2.1, 1014.3"
"18/05/2024, 23:25, 4.9, 5.4, 2.1, 1014.0"
"18/05/2024, 23:30, 4.3, 4.9, 2.1, 1013.9"
"18/05/2024, 23:35, 4.3, 4.9, 2.1, 1014.4"
"18/05/2024, 23:40, 4.0, 4.9, 2.1, 1014.2"
"18/05/2024, 23:45, 4.4, 4.8, 2.1, 1014.2"
"18/05/2024, 23:50, 4.1, 5.1, 2.1, 1014.2"
"18/05/2024, 23:55, 4.4, 4.9, 2.1, 1014.1"
"18/05/2024, 23:59, 4.0, 5.0, 2.1, 1014.0"
"19/05/2024, 15:45, 2.5, 2.9, 0.1, 1011.1"
"19/05/2024, 15:50, 0.5, 1.3, 0.5, 1011.4"
"19/05/2024, 15:55, 1.0, 1.3, 0.6, 1011.5"
"19/05/2024, 16:00, 2.1, 2.3, 1.0, 1011.7"
"19/05/2024, 16:05, 1.0, 1.5, 2.4, 1011.5"
"19/05/2024, 16:10, 1.7, 3.6, 3.0, 1011.5"
"19/05/2024, 16:15, 1.2, 4.3, 3.6, 1011.4"
"19/05/2024, 16:20, 1.3, 1.8, 4.6, 1011.6"
"19/05/2024, 16:25, 1.4, 1.6, 5.5, 1011.6"
"19/05/2024, 16:30, 2.2, 2.2, 6.0, 1011.3"
"19/05/2024, 16:35, 1.3, 2.4, 7.3, 1011.5"
"19/05/2024, 16:40, 4.7, 4.9, 9.0, 1011.6"
"19/05/2024, 16:45, 0.8, 1.3, 9.4, 1011.5"
"19/05/2024, 16:50, 0.9, 1.4, 9.6, 1011.5"
"19/05/2024, 16:55, 1.1, 1.6, 9.7, 1011.5"
"19/05/2024, 17:00, 1.0, 2.5, 9.8, 1011.4"
"19/05/2024, 17:05, 2.5, 3.0, 9.8, 1011.4"
"19/05/2024, 17:10, 1.8, 2.2, 9.8, 1011.5"
"19/05/2024, 17:15, 3.9, 4.8, 9.8, 1011.3"
"19/05/2024, 17:20, 3.0, 4.1, 9.9, 1011.3"
"19/05/2024, 17:25, 3.9, 4.8, 9.9, 1011.3"
"19/05/2024, 17:30, 1.9, 3.0, 9.9, 1011.2"
"19/05/2024, 17:35, 3.1, 4.4, 9.9, 1011.2"
"19/05/2024, 17:40, 2.8, 3.9, 9.9, 1011.2"
"19/05/2024, 17:45, 2.0, 4.2, 9.9, 1011.1"
"19/05/2024, 17:50, 2.4, 2.7, 9.9, 1011.4"
"19/05/2024, 17:55, 4.4, 5.0, 9.9, 1011.6"
"19/05/2024, 18:00, 3.5, 5.0, 9.9, 1011.7"
"19/05/2024, 18:05, 5.6, 7.3, 9.9, 1011.6"
"19/05/2024, 18:10, 5.8, 7.5, 9.9, 1011.8"
"19/05/2024, 18:15, 5.8, 6.5, 9.9, 1011.7"
"19/05/2024, 18:20, 3.8, 5.8, 9.9, 1012.2"
"19/05/2024, 18:25, 5.0, 6.5, 9.9, 1012.1"
"19/05/2024, 18:30, 4.1, 5.1, 9.9, 1012.1"
"19/05/2024, 18:35, 3.0, 4.5, 9.9, 1011.9"
"19/05/2024, 18:40, 4.0, 4.3, 9.9, 1012.1"
"19/05/2024, 18:45, 3.0, 3.4, 9.9, 1012.0"
"19/05/2024, 18:50, 3.5, 4.4, 9.9, 1012.2"
"19/05/2024, 18:55, 5.0, 5.6, 9.9, 1012.1"
"19/05/2024, 19:00, 4.7, 4.9, 9.9, 1012.4"
"19/05/2024, 19:05, 3.1, 4.4, 9.9, 1012.5"
"19/05/2024, 19:10, 0.6, 1.3, 9.9, 1012.7"
"19/05/2024, 19:15, 2.7, 2.7, 9.9, 1012.7"
"19/05/2024, 19:20, 3.5, 3.7, 9.9, 1012.7"
"19/05/2024, 19:25, 0.7, 1.3, 9.9, 1012.8"
"19/05/2024, 19:30, 2.3, 2.9, 9.9, 1012.7"
"19/05/2024, 19:35, 0.8, 1.3, 9.9, 1012.7"
"19/05/2024, 19:40, 1.5, 2.0, 9.9, 1012.5"
"19/05/2024, 19:45, 1.9, 3.3, 9.9, 1012.7"
"19/05/2024, 19:50, 1.6, 3.5, 9.9, 1012.6"
"19/05/2024, 19:55, 4.3, 5.0, 9.9, 1012.6"
"19/05/2024, 20:00, 3.7, 4.0, 9.9, 1012.9"
"19/05/2024, 20:05, 3.6, 4.0, 9.9, 1012.8"
"19/05/2024, 20:10, 3.5, 4.3, 9.9, 1013.0"
"19/05/2024, 20:15, 4.3, 4.9, 9.9, 1013.2"
"19/05/2024, 20:20, 4.1, 5.2, 9.9, 1013.3"
"19/05/2024, 20:25, 5.0, 5.9, 9.9, 1013.3"
"19/05/2024, 20:30, 5.3, 6.0, 9.9, 1013.3"
"19/05/2024, 20:35, 5.5, 5.8, 9.9, 1013.4"
"19/05/2024, 20:40, 4.8, 5.6, 9.9, 1013.3"
"19/05/2024, 20:45, 4.8, 5.2, 9.9, 1013.5"
"19/05/2024, 20:50, 6.2, 6.9, 9.9, 1013.4"
"19/05/2024, 20:55, 5.0, 5.7, 9.9, 1013.7"
"19/05/2024, 21:00, 4.5, 5.3, 9.9, 1013.7"
"19/05/2024, 21:05, 5.3, 6.4, 9.9, 1013.6"
"19/05/2024, 21:10, 4.5, 5.6, 9.9, 1014.0"
"19/05/2024, 21:15, 5.1, 5.8, 9.9, 1014.1"
"19/05/2024, 21:20, 4.9, 5.5, 9.9, 1014.2"
"19/05/2024, 21:25, 4.4, 5.4, 9.9, 1014.1"
"19/05/2024, 21:30, 4.3, 5.4, 9.9, 1014.3"
"19/05/2024, 21:35, 5.2, 6.2, 9.9, 1014.5"
"19/05/2024, 21:40, 6.0, 6.3, 9.9, 1014.3"
"19/05/2024, 21:45, 6.6, 7.1, 9.9, 1014.4"
"19/05/2024, 21:50, 5.9, 6.8, 9.9, 1014.5"
"19/05/2024, 21:55, 5.3, 6.7, 9.9, 1014.3"
"19/05/2024, 22:00, 6.1, 7.1, 9.9, 1014.4"
"19/05/2024, 22:05, 6.5, 6.6, 9.9, 1014.5"
"19/05/2024, 22:10, 5.4, 6.8, 9.9, 1014.4"
"19/05/2024, 22:15, 5.6, 6.3, 9.9, 1014.3"
"19/05/2024, 22:20, 5.0, 5.7, 9.9, 1014.1"
"19/05/2024, 22:25, 4.4, 6.1, 9.9, 1014.1"
"19/05/2024, 22:30, 5.1, 5.8, 9.9, 1014.1"
"19/05/2024, 22:35, 5.4, 6.1, 9.9, 1014.2"
"19/05/2024, 22:40, 5.6, 6.5, 9.9, 1014.4"
"19/05/2024, 22:45, 5.9, 6.6, 9.9, 1014.2"
"19/05/2024, 22:50, 5.5, 6.2, 9.9, 1014.2"
"19/05/2024, 22:55, 5.3, 5.8, 9.9, 1014.2"
"19/05/2024, 23:00, 5.0, 5.7, 9.9, 1014.4"
"19/05/2024, 23:05, 5.0, 5.6, 9.9, 1014.3"
"19/05/2024, 23:10, 5.4, 5.8, 9.9, 1014.3"
"19/05/2024, 23:15, 4.5, 5.5, 9.9, 1014.3"
"19/05/2024, 23:20, 4.3, 5.9, 9.9, 1014.0"
"19/05/2024, 23:25, 4.9, 5.7, 9.9, 1014.2"
"19/05/2024, 23:30, 5.6, 6.6, 9.9, 1014.2"
"19/05/2024, 23:35, 5.6, 6.2, 9.9, 1014.3"
"19/05/2024, 23:40, 4.9, 6.0, 9.9, 1014.2"
"19/05/2024, 23:45, 5.1, 5.4, 9.9, 1014.2"
"19/05/2024, 23:50, 4.0, 4.7, 9.9, 1014.2"
"19/05/2024, 23:55, 4.5, 4.9, 9.9, 1014.1"
"19/05/2024, 23:59, 4.2, 5.6, 9.9, 1014.3"
"20/05/2024, 14:25, 4.6, 7.2, 0.1, 1011.2"
"20/05/2024, 14:30, 4.7, 5.1, 0.2, 1011.2"
"20/05/2024, 14:35, 3.6, 4.9, 0.3, 1011.1"
"20/05/2024, 14:40, 3.1, 4.3, 0.5, 1011.5"
"20/05/2024, 14:45, 2.3, 2.3, 0.6, 1011.1"
"20/05/2024, 14:50, 3.1, 3.9, 0.6, 1011.0"
"20/05/2024, 14:55, 5.9, 6.0, 0.9, 1011.0"
"20/05/2024, 15:00, 4.8, 6.0, 1.1, 1011.1"
"20/05/2024, 15:05, 0.9, 2.2, 1.2, 1011.1"
"20/05/2024, 15:15, 1.2, 1.7, 1.3, 1010.8"
"20/05/2024, 15:20, 0.8, 1.0, 1.3, 1010.7"
"20/05/2024, 15:25, 0.6, 0.8, 1.3, 1010.5"
"20/05/2024, 15:35, 2.9, 2.9, 1.3, 1010.5"
"20/05/2024, 15:40, 2.1, 2.4, 1.3, 1010.6"
"20/05/2024, 15:45, 2.5, 3.0, 1.3, 1010.8"
"20/05/2024, 15:50, 4.3, 4.4, 1.7, 1010.6"
"20/05/2024, 15:55, 4.0, 4.5, 1.7, 1010.3"
"20/05/2024, 16:00, 3.4, 4.4, 1.7, 1010.7"
"20/05/2024, 16:05, 0.7, 1.1, 1.7, 1010.3"
"20/05/2024, 16:10, 2.1, 2.8, 1.7, 1010.5"
"20/05/2024, 16:15, 1.5, 3.6, 1.7, 1010.4"
"20/05/2024, 16:20, 3.0, 3.8, 1.7, 1010.7"
"20/05/2024, 16:25, 3.4, 6.4, 1.7, 1010.6"
"20/05/2024, 16:30, 2.2, 9.0, 1.7, 1010.6"
"20/05/2024, 16:35, 4.1, 5.0, 1.7, 1010.7"
"20/05/2024, 16:40, 2.3, 7.4, 1.7, 1010.6"
"20/05/2024, 16:45, 6.1, 7.6, 1.7, 1010.7"
"20/05/2024, 16:50, 5.7, 6.6, 1.7, 1010.8"
"20/05/2024, 16:55, 4.9, 5.9, 1.7, 1010.8"
"20/05/2024, 17:00, 1.2, 5.6, 1.7, 1010.8"
